REGULAR RARES AND REGULAR MYTHIC RARES PRICES

To search for a card type control+f
Bot accounts: pisiiki3, supernova01, bifidus, ComparePrices, tina16, mteamtester, supernova02, pisiiki2

Name                                               Buy       Sell      Bot Account[Stock Available]
Elemental Mastery [SHM]                            0.009     0.02      ComparePrices[3]
Midnight Banshee [SHM]                             0.009     0.022     pisiiki3[1] pisiiki2[1] ComparePrices[1] supernova02[1]
Godhead of Awe [SHM]                               0.01      0.022     bifidus[1] supernova01[3] supernova02[1]
Dramatic Entrance [SHM]                            0.014     0.03      ComparePrices[1] supernova01[1] pisiiki2[1] supernova02[1]
Knollspine Invocation [SHM]                        0.014     0.03      pisiiki2[1] ComparePrices[1]
Mossbridge Troll [SHM]                             0.014     0.03      pisiiki2[2]
Wort, the Raidmother [SHM]                         0.014     0.032     supernova02[1] bifidus[1]
Impromptu Raid [SHM]                               0.014     0.032     pisiiki2[1] ComparePrices[1]
Worldpurge [SHM]                                   0.016     0.032     ComparePrices[1] pisiiki3[1] tina16[1]
River Kelpie [SHM]                                 0.016     0.032     pisiiki2[1] ComparePrices[1]
Knollspine Dragon [SHM]                            0.016     0.034     tina16[1] bifidus[2] pisiiki2[1]
Rage Reflection [SHM]                              0.016     0.034     supernova01[1] pisiiki3[1]
Rosheen Meanderer [SHM]                            0.018     0.036     ComparePrices[3]
Isleback Spawn [SHM]                               0.018     0.036     supernova01[1]
Cragganwick Cremator [SHM]                         0.018
Plague of Vermin [SHM]                             0.02      0.04      supernova01[1]
Reaper King [SHM]                                  0.02      0.04      mteamtester[1] tina16[1] bifidus[4]
Furystoke Giant [SHM]                              0.02
Dusk Urchins [SHM]                                 0.02      0.042     pisiiki2[1] ComparePrices[1]
Thought Reflection [SHM]                           0.022     0.042     tina16[1] ComparePrices[2] pisiiki2[1]
Savor the Moment [SHM]                             0.022     0.042     ComparePrices[1]
Counterbore [SHM]                                  0.024     0.048     ComparePrices[1]
Grim Poppet [SHM]                                  0.024
Hollowborn Barghest [SHM]                          0.026     0.05      bifidus[1]
Knacksaw Clique [SHM]                              0.028
Valleymaker [SHM]                                  0.028
Wound Reflection [SHM]                             0.028
Order of Whiteclay [SHM]                           0.028     0.054     mteamtester[1] supernova01[1] ComparePrices[2]
Cemetery Puca [SHM]                                0.03      0.056     ComparePrices[2] supernova01[2] supernova02[1]
Mass Calcify [SHM]                                 0.03
Dire Undercurrents [SHM]                           0.03      0.058     tina16[1] supernova02[2] pisiiki3[1]
Tyrannize [SHM]                                    0.03      0.058     ComparePrices[1]
Puca's Mischief [SHM]                              0.032
Twilight Shepherd [SHM]                            0.032     0.062     bifidus[1] ComparePrices[1]
Spawnwrithe [SHM]                                  0.032
Din of the Fireherd [SHM]                          0.036     0.066     pisiiki2[1]
Witherscale Wurm [SHM]                             0.036     0.066     pisiiki2[2] ComparePrices[1]
Deep-Slumber Titan [SHM]                           0.036     0.066     pisiiki2[2]
Windbrisk Raptor [SHM]                             0.04      0.074     supernova01[1]
Everlasting Torment [SHM]                          0.042     0.076     pisiiki2[1]
Ghastlord of Fugue [SHM]                           0.054     0.096     pisiiki3[2] pisiiki2[1] supernova02[1] ComparePrices[1] tina16[1]
Oversoul of Dusk [SHM]                             0.058     0.1       pisiiki2[1] supernova01[1] supernova02[1]
Ashenmoor Liege [SHM]                              0.06
Heartmender [SHM]                                  0.066     0.115     mteamtester[1]
Polluted Bonds [SHM]                               0.072     0.115     ComparePrices[1] tina16[1]
Boon Reflection [SHM]                              0.074     0.115     bifidus[1] supernova02[1]
Enchanted Evening [SHM]                            0.086     0.12      supernova01[1] ComparePrices[1] pisiiki3[1]
Oracle of Nectars [SHM]                            0.086     0.12      ComparePrices[1] pisiiki2[1]
Glen Elendra Liege [SHM]                           0.09      0.125     pisiiki3[1] tina16[1] bifidus[1] supernova01[2]
Thistledown Liege [SHM]                            0.09
Cauldron of Souls [SHM]                            0.098     0.135     ComparePrices[1] tina16[1]
Augury Adept [SHM]                                 0.1       0.14      mteamtester[1] pisiiki3[1] bifidus[1] tina16[1]
Wheel of Sun and Moon [SHM]                        0.1       0.14      ComparePrices[1] bifidus[3] pisiiki3[1]
Memory Plunder [SHM]                               0.105     0.145     mteamtester[1]
Oona, Queen of the Fae [SHM]                       0.11      0.15      supernova02[2] ComparePrices[1]
Sygg, River Cutthroat [SHM]                        0.115     0.16      supernova02[1] ComparePrices[2] mteamtester[1]
Boartusk Liege [SHM]                               0.12
Runed Halo [SHM]                                   0.13
Swans of Bryn Argoll [SHM]                         0.13
Puppeteer Clique [SHM]                             0.165     0.22      pisiiki2[1]
Spiteful Visions [SHM]                             0.18
Mirrorweave [SHM]                                  0.25      0.34      pisiiki2[1] tina16[2] mteamtester[1]
Deus of Calamity [SHM]                             0.28      0.38      pisiiki2[1] tina16[1]
Demigod of Revenge [SHM]                           0.36      0.48      supernova01[1] pisiiki3[1] pisiiki2[1] ComparePrices[2]
Graven Cairns [SHM]                                0.4
Painter's Servant [SHM]                            0.42      0.56      pisiiki3[1] pisiiki2[3]
Rhys the Redeemed [SHM]                            0.44
Fracturing Gust [SHM]                              0.5
Woodfall Primus [SHM]                              0.5       0.68      pisiiki2[1]
Mana Reflection [SHM]                              0.58
Wooded Bastion [SHM]                               0.68
Vexing Shusher [SHM]                               0.68
Greater Auramancy [SHM]                            0.96      1.2       pisiiki2[1]
Fire-Lit Thicket [SHM]                             1.3
Sunken Ruins [SHM]                                 1.4
Mystic Gate [SHM]                                  2.4
Reflecting Pool [SHM]                              2.75
Wilt-Leaf Liege [SHM]                              3.8
Prismatic Omen [SHM]                               6.55
Fulminator Mage [SHM]                              14.6

=== Eventide === [Total Buy/Sell Value: 65/79] ===================================================================================================

Archon of Justice [EVE]                            0.01      0.022     mteamtester[2]
Altar Golem [EVE]                                  0.014     0.028     pisiiki2[3]
Mirror Sheen [EVE]                                 0.016     0.034     ComparePrices[2]
Call the Skybreaker [EVE]                          0.016     0.034     ComparePrices[1]
Pyrrhic Revival [EVE]                              0.016     0.034     tina16[1] mteamtester[1]
Inundate [EVE]                                     0.022     0.044     ComparePrices[1]
Rekindled Flame [EVE]                              0.024     0.046     pisiiki3[1] ComparePrices[1]
Umbra Stalker [EVE]                                0.024     0.048     supernova01[1]
Fiery Bombardment [EVE]                            0.024     0.048     ComparePrices[4]
Spirit of the Hearth [EVE]                         0.034     0.062     ComparePrices[1] pisiiki2[1] pisiiki3[1] bifidus[1]
Glamerdye [EVE]                                    0.036     0.066     bifidus[2] tina16[1] ComparePrices[2]
Nightmare Incursion [EVE]                          0.036     0.068     ComparePrices[1] supernova02[1]
Leering Emblem [EVE]                               0.038     0.068     pisiiki3[1] pisiiki2[1] bifidus[1] ComparePrices[1]
Hateflayer [EVE]                                   0.042
Doomgape [EVE]                                     0.046     0.084     ComparePrices[2]
Crackleburr [EVE]                                  0.052     0.092     ComparePrices[2] pisiiki3[1]
Mindwrack Liege [EVE]                              0.056     0.1       supernova01[1] pisiiki3[2] bifidus[1] pisiiki2[1]
Waves of Aggression [EVE]                          0.074     0.115     mteamtester[1] pisiiki3[1]
Springjack Pasture [EVE]                           0.09      0.125     pisiiki3[1]
Stigma Lasher [EVE]                                0.11      0.15      pisiiki2[1]
Thunderblust [EVE]                                 0.13
Nobilis of War [EVE]                               0.145     0.2       tina16[1] ComparePrices[2] pisiiki2[1] supernova01[1]
Ward of Bones [EVE]                                0.2       0.27      pisiiki3[2]
Sanity Grinding [EVE]                              0.2       0.27      supernova02[1] ComparePrices[2]
Rise of the Hobgoblins [EVE]                       0.22      0.29      tina16[1] bifidus[2] pisiiki3[2]
Worm Harvest [EVE]                                           0.31      tina16[1] pisiiki2[2] mteamtester[1] supernova02[1] ComparePrices[2]
Ashling, the Extinguisher [EVE]                    0.25      0.34      pisiiki2[1] supernova02[2]
Spitting Image [EVE]                               0.25      0.34      mteamtester[1] supernova01[1] pisiiki3[1] supernova02[2]
Fable of Wolf and Owl [EVE]                        0.26      0.35      tina16[1]
Needle Specter [EVE]                               0.27      0.37      bifidus[1] mteamtester[1] pisiiki3[1]
Dominus of Fealty [EVE]                            0.3       0.4       supernova02[1] bifidus[1]
